stem,img_path,direction,edge,xmin,ymin,xmax,ymax,bbox_w,bbox_h,cx,cy,xmin_norm,ymin_norm,xmax_norm,ymax_norm,bbox_w_norm,bbox_h_norm,cx_norm,cy_norm,aspect_ratio,offscreen_dist
image_1008,../data/train_data/train_data/image_1008.png,0,left,-259.4011974334717,217.06199073791504,-207.21266269683838,421.47125148773193,52.1885347366333,204.4092607498169,-233.30693006515503,319.2666211128235,-0.3602794408798218,0.45221248070398967,-0.28779536485671997,0.8780651072661082,0.0724840760231018,0.42585262656211853,-0.3240374028682709,0.6651387939850489,3.9167464996163908,207.21266269683838
image_1009,../data/train_data/train_data/image_1009.png,0,left,-168.9951753616333,222.4161376953125,-132.17026948928833,375.54263496398926,36.82490587234497,153.12649726867676,-150.58272242546082,298.9793863296509,-0.2347155213356018,0.46336695353190105,-0.18356981873512268,0.782380489508311,0.051145702600479126,0.3190135359764099,-0.20914267003536224,0.622873721520106,4.158231871644044,132.17026948928833
image_101,../data/train_data/train_data/image_101.png,0,left,-194.96779918670654,225.05274200439453,-119.16980624198914,385.9528102874756,75.79799294471741,160.90006828308105,-157.06880271434784,305.50277614593506,-0.27078860998153687,0.46885987917582195,-0.16551361978054047,0.8040683547655741,0.1052749902009964,0.3352084755897522,-0.21815111488103867,0.636464116970698,2.122748400481159,119.16980624198914
image_1010,../data/train_data/train_data/image_1010.png,0,right,868.0267810821533,216.93745040893555,970.1618671417236,439.1048445701599,102.13508605957031,222.16739416122437,919.0943241119385,328.02114748954773,1.2055927515029907,0.4519530216852824,1.3474470376968384,0.9148017595211665,0.14185428619384766,0.4628487378358841,1.2765198945999146,0.6833773906032244,2.175230890113953,148.02678108215332
image_1011,../data/train_data/train_data/image_1011.png,0,left,-194.8596954345703,226.07275390625,-133.21943163871765,356.3597192764282,61.64026379585266,130.28696537017822,-164.03956353664398,291.2162365913391,-0.27063846588134766,0.4709849039713542,-0.18502698838710785,0.7424160818258921,0.08561147749423981,0.27143117785453796,-0.22783272713422775,0.6067004928986232,2.113666576795934,133.21943163871765
image_1012,../data/train_data/train_data/image_1012.png,0,left,-315.095636844635,215.17268562316895,-245.30972957611084,438.78291511535645,69.78590726852417,223.6102294921875,-280.2026832103729,326.9778003692627,-0.43763282895088196,0.448276428381602,-0.3407079577445984,0.9141310731569926,0.09692487120628357,0.4658546447753906,-0.3891703933477402,0.6812037507692973,3.204231889280651,245.30972957611084
image_1013,../data/train_data/train_data/image_1013.png,1,right,801.1824417114258,226.0551586151123,863.8383293151855,365.792676448822,62.655887603759766,139.73751783370972,832.5103855133057,295.92391753196716,1.1127533912658691,0.4709482471148173,1.1997754573822021,0.7620680759350459,0.08702206611633301,0.2911198288202286,1.1562644243240356,0.6165081615249316,2.2302376229576315,81.18244171142578
image_1015,../data/train_data/train_data/image_1015.png,0,right,858.63450050354,224.76995849609375,957.698392868042,390.11828804016113,99.06389236450195,165.34832954406738,908.166446685791,307.44412326812744,1.1925479173660278,0.468270746866862,1.3301366567611694,0.8127464334170024,0.1375887393951416,0.3444756865501404,1.2613422870635986,0.6405085901419322,1.6691079423335626,138.63450050354004
image_1016,../data/train_data/train_data/image_1016.png,0,right,842.2923374176025,218.87127304077148,892.1532726287842,404.1587510108948,49.86093521118164,185.2874779701233,867.2228050231934,311.51501202583313,1.169850468635559,0.4559818188349406,1.239101767539978,0.8419973979393641,0.06925129890441895,0.3860155791044235,1.2044761180877686,0.6489896083871524,3.7160850911711614,122.29233741760254
image_1018,../data/train_data/train_data/image_1018.png,0,left,-328.5745310783386,218.82194900512695,-197.46875524520874,443.74279522895813,131.10577583312988,224.92084622383118,-263.0216431617737,331.28237211704254,-0.4563535153865814,0.4558790604273478,-0.2742621600627899,0.9244641567269961,0.1820913553237915,0.4685850962996483,-0.36530783772468567,0.690171608577172,1.7155677909271378,197.46875524520874
image_1019,../data/train_data/train_data/image_1019.png,1,left,-231.8099570274353,223.78997230529785,-121.60786986351013,399.131139755249,110.20208716392517,175.34116744995117,-176.70891344547272,311.46055603027344,-0.3219582736492157,0.46622910896937053,-0.16889981925487518,0.8315232078234355,0.15305845439434052,0.36529409885406494,-0.24542904645204544,0.648876158396403,1.5910875371092734,121.60786986351013
image_102,../data/train_data/train_data/image_102.png,1,right,826.4478206634521,225.67387008666992,922.7647876739502,383.902765750885,96.31696701049805,158.2288956642151,874.6063041687012,304.78831791877747,1.1478441953659058,0.4701538960138957,1.2816177606582642,0.7997974286476771,0.1337735652923584,0.32964353263378143,1.214730978012085,0.6349756623307864,1.6427935863778702,106.44782066345215
image_1020,../data/train_data/train_data/image_1020.png,1,right,801.6418933868408,221.11216926574707,875.5063247680664,397.448851108551,73.86443138122559,176.33668184280396,838.5741090774536,309.28051018714905,1.1133915185928345,0.46065035263697307,1.2159810066223145,0.8280184398094813,0.10258948802947998,0.36736808717250824,1.1646862626075745,0.6443343962232272,2.3873016896685155,81.64189338684082
image_1021,../data/train_data/train_data/image_1021.png,0,left,-158.6448311805725,224.83215713500977,-127.18377470970154,354.1100254058838,31.46105647087097,129.27786827087402,-142.91430294513702,289.4710912704468,-0.2203400433063507,0.4684003273646037,-0.17664413154125214,0.7377292195955912,0.04369591176509857,0.26932889223098755,-0.19849208742380142,0.6030647734800975,4.109139449610322,127.18377470970154
image_1022,../data/train_data/train_data/image_1022.png,0,right,877.1588230133057,219.669527053833,990.7247543334961,424.3310549259186,113.56593132019043,204.66152787208557,933.9417886734009,322.0002909898758,1.2182761430740356,0.4576448480288188,1.3760066032409668,0.8840230310956637,0.15773046016693115,0.42637818306684494,1.2971413731575012,0.6708339395622412,1.8021384185637337,157.15882301330566
image_1023,../data/train_data/train_data/image_1023.png,1,left,-206.56352519989014,216.62391090393066,-153.348069190979,421.9953694343567,53.21545600891113,205.37145853042603,-179.95579719543457,319.3096401691437,-0.2868937849998474,0.4512998143831889,-0.21298342943191528,0.8791570196549098,0.07391035556793213,0.4278572052717209,-0.24993860721588135,0.6652284170190493,3.8592445491030984,153.348069190979
image_1024,../data/train_data/train_data/image_1024.png,1,left,-218.93882989883423,224.27162551879883,-130.83263039588928,382.8298034667969,88.10619950294495,158.55817794799805,-174.88573014736176,303.55071449279785,-0.3040817081928253,0.46723255316416423,-0.18171198666095734,0.7975620905558268,0.12236972153186798,0.3303295373916626,-0.24289684742689133,0.6323973218599955,1.799625665872675,130.83263039588928
image_1025,../data/train_data/train_data/image_1025.png,1,left,-322.8818106651306,218.50454711914062,-218.2788348197937,442.68699193000793,104.60297584533691,224.1824448108673,-270.58032274246216,330.5957695245743,-0.44844695925712585,0.45521780649820964,-0.3031650483608246,0.9222645665208499,0.14528191089630127,0.46704676002264023,-0.3758060038089752,0.6887411865095298,2.143174637233431,218.2788348197937
image_1026,../data/train_data/train_data/image_1026.png,0,right,834.0941333770752,224.1699447631836,873.6801910400391,361.5642919540405,39.58605766296387,137.39434719085693,853.8871622085571,292.86711835861206,1.1584640741348267,0.4670207182566325,1.213444709777832,0.7532589415709178,0.05498063564300537,0.2862382233142853,1.1859543919563293,0.6101398299137751,3.470776210165557,114.0941333770752
image_1027,../data/train_data/train_data/image_1027.png,1,left,-301.6653871536255,221.2743034362793,-159.85463619232178,452.4098619222641,141.8107509613037,231.1355584859848,-230.76001167297363,336.8420826792717,-0.4189797043800354,0.4609881321589152,-0.22202032804489136,0.9425205456713835,0.19695937633514404,0.48153241351246834,-0.3205000162124634,0.7017543389151494,1.6298874162866213,159.85463619232178
image_1028,../data/train_data/train_data/image_1028.png,0,left,-159.2540466785431,224.81167221069336,-130.3909456729889,352.5808515548706,28.8631010055542,127.76917934417725,-144.822496175766,288.696261882782,-0.22118617594242096,0.4683576504389445,-0.18109853565692902,0.7345434407393138,0.04008764028549194,0.26618579030036926,-0.201142355799675,0.6014505455891291,4.426730839475297,130.3909456729889
image_1029,../data/train_data/train_data/image_1029.png,1,left,-202.3005723953247,216.52800941467285,-141.66192054748535,431.66932487487793,60.638651847839355,215.14131546020508,-171.98124647140503,324.0986671447754,-0.28097301721572876,0.4511000196139018,-0.196752667427063,0.899311093489329,0.08422034978866577,0.44821107387542725,-0.23886284232139587,0.6752055565516154,3.5479237895997335,141.66192054748535
image_103,../data/train_data/train_data/image_103.png,1,right,805.3287506103516,225.29518508911133,889.2548561096191,374.97047328948975,83.92610549926758,149.67528820037842,847.2918033599854,300.13282918930054,1.1185121536254883,0.4693649689356486,1.2350761890411377,0.7811884860197703,0.11656403541564941,0.3118235170841217,1.176794171333313,0.6252767274777095,1.7834175351039567,85.32875061035156
image_1030,../data/train_data/train_data/image_1030.png,0,left,-270.72505474090576,217.8754940032959,-190.58594942092896,424.7671248912811,80.1391053199768,206.89163088798523,-230.65550208091736,321.3213094472885,-0.3760070204734802,0.45390727917353313,-0.264702707529068,0.884931510190169,0.11130431294441223,0.4310242310166359,-0.3203548640012741,0.6694193946818511,2.581656359425465,190.58594942092896
image_1031,../data/train_data/train_data/image_1031.png,0,left,-287.9615521430969,217.02376747131348,-214.85363245010376,431.35836386680603,73.10791969299316,214.33459639549255,-251.40759229660034,324.19106566905975,-0.3999466001987457,0.45213284889856975,-0.29840782284736633,0.8986632580558459,0.1015387773513794,0.44653040915727615,-0.34917721152305603,0.6753980534772078,2.931756194069832,214.85363245010376
image_1033,../data/train_data/train_data/image_1033.png,1,left,-262.3094415664673,213.81904983520508,-207.0122480392456,443.3545186519623,55.29719352722168,229.5354688167572,-234.66084480285645,328.5867842435837,-0.3643186688423157,0.4454563538233439,-0.2875170111656189,0.9236552471915881,0.07680165767669678,0.47819889336824417,-0.3259178400039673,0.684555800507466,4.150942465167994,207.0122480392456
image_1034,../data/train_data/train_data/image_1034.png,0,left,-173.75537753105164,224.07638931274414,-125.78581809997559,362.04386377334595,47.96955943107605,137.9674744606018,-149.7705978155136,293.06012654304504,-0.24132691323757172,0.46682581106821697,-0.17470252513885498,0.7542580495278041,0.06662438809871674,0.2874322384595871,-0.20801471918821335,0.6105419302980105,2.8761463748450136,125.78581809997559
image_1035,../data/train_data/train_data/image_1035.png,1,right,830.8235549926758,218.7232723236084,872.0002269744873,403.62496280670166,41.17667198181152,184.90169048309326,851.4118909835815,311.17411756515503,1.1539216041564941,0.4556734840075175,1.2111114263534546,0.8408853391806285,0.05718982219696045,0.38521185517311096,1.1825165152549744,0.648279411594073,4.490447663297502,110.82355499267578
image_1036,../data/train_data/train_data/image_1036.png,0,left,-239.066641330719,220.9725513458252,-179.0013062953949,396.77133226394653,60.0653350353241,175.79878091812134,-209.03397381305695,308.87194180488586,-0.3320370018482208,0.46035948197046916,-0.2486129254102707,0.8266069422165553,0.08342407643795013,0.3662474602460861,-0.29032496362924576,0.6434832120935122,2.92679264695244,179.0013062953949
image_1037,../data/train_data/train_data/image_1037.png,1,right,853.1365299224854,221.19502449035645,890.1381397247314,385.31707668304443,37.001609802246094,164.122052192688,871.6373348236084,303.25605058670044,1.184911847114563,0.4608229676882426,1.2363029718399048,0.8027439097563426,0.0513911247253418,0.3419209420681,1.2106074094772339,0.6317834387222926,4.435538158199954,133.13652992248535
image_1038,../data/train_data/train_data/image_1038.png,0,right,852.6511573791504,225.82856559753418,952.6955795288086,396.62688636779785,100.0444221496582,170.79832077026367,902.6733684539795,311.227725982666,1.1842377185821533,0.4704761783281962,1.323188304901123,0.8263060132662455,0.13895058631896973,0.3558298349380493,1.2537130117416382,0.6483910957972209,1.7072248217373225,132.6511573791504
image_1039,../data/train_data/train_data/image_1039.png,0,left,-218.9786982536316,216.71849632263184,-172.52827763557434,418.1875195503235,46.45042061805725,201.46902322769165,-195.75348794460297,317.45300793647766,-0.30413708090782166,0.45149686733881633,-0.23962260782718658,0.8712239990631739,0.06451447308063507,0.4197271317243576,-0.2718798443675041,0.6613604332009951,4.337291687502439,172.52827763557434
image_104,../data/train_data/train_data/image_104.png,1,left,-195.800142288208,226.94050216674805,-87.57884502410889,394.2188992500305,108.22129726409912,167.27839708328247,-141.68949365615845,310.5797007083893,-0.27194464206695557,0.47279271284739177,-0.12163728475570679,0.8212893734375636,0.15030735731124878,0.3484966605901718,-0.19679096341133118,0.6470410431424777,1.5457068184560998,87.57884502410889
image_1041,../data/train_data/train_data/image_1041.png,0,left,-178.27110171318054,222.12703132629395,-141.10410690307617,374.5815315246582,37.16699481010437,152.45450019836426,-159.68760430812836,298.3542814254761,-0.24759875237941742,0.4627646485964457,-0.19597792625427246,0.7803781906763713,0.05162082612514496,0.31761354207992554,-0.22178833931684494,0.6215714196364085,4.101878588174618,141.10410690307617
image_1042,../data/train_data/train_data/image_1042.png,0,right,845.599479675293,215.8064308166504,949.8369884490967,441.26258873939514,104.23750877380371,225.45615792274475,897.7182340621948,328.53450977802277,1.1744437217712402,0.44959673086802165,1.3192180395126343,0.9192970598737399,0.14477431774139404,0.46970032900571823,1.2468308806419373,0.6844468953708808,2.1629081563334993,125.59947967529297
image_1043,../data/train_data/train_data/image_1043.png,1,right,828.6423397064209,223.2928123474121,948.4470462799072,412.1741786003113,119.80470657348633,188.88136625289917,888.5446929931641,317.7334954738617,1.1508921384811401,0.46519335905710857,1.317287564277649,0.8586962054173152,0.1663954257965088,0.3935028463602066,1.2340898513793945,0.6619447822372119,1.5765771784353255,108.6423397064209
image_1044,../data/train_data/train_data/image_1044.png,1,right,860.269660949707,220.60759925842285,1000.1032161712646,444.2649962902069,139.83355522155762,223.65739703178406,930.1864385604858,332.4362977743149,1.1948189735412598,0.4595991651217143,1.389032244682312,0.9255520756045977,0.19421327114105225,0.46595291048288345,1.2919256091117859,0.692575620363156,1.5994544133374335,140.26966094970703
image_1045,../data/train_data/train_data/image_1045.png,0,left,-295.1053476333618,223.276762008667,-168.5131072998047,426.64763593673706,126.59224033355713,203.37087392807007,-231.80922746658325,324.962198972702,-0.4098685383796692,0.4651599208513896,-0.23404598236083984,0.8888492415348689,0.17582255601882935,0.4236893206834793,-0.3219572603702545,0.6770045811931292,1.6065034744010327,168.5131072998047
image_1046,../data/train_data/train_data/image_1046.png,0,left,-236.79847955703735,212.02318572998047,-177.30790972709656,458.92545187473297,59.490569829940796,246.9022661447525,-207.05319464206696,335.4743188023567,-0.3288867771625519,0.44171497027079265,-0.24626098573207855,0.9560946914056937,0.08262579143047333,0.514379721134901,-0.2875738814473152,0.6989048308382432,4.150275696644781,177.30790972709656
image_1048,../data/train_data/train_data/image_1048.png,0,right,796.2277793884277,227.78321647644043,871.6147613525391,361.7503800392151,75.38698196411133,133.96716356277466,833.9212703704834,294.76679825782776,1.1058719158172607,0.4745483676592509,1.210576057434082,0.7536466250816981,0.10470414161682129,0.2790982574224472,1.1582239866256714,0.6140974963704745,1.7770596470694497,76.22777938842773
image_1049,../data/train_data/train_data/image_1049.png,1,left,-151.47788286209106,224.16307830810547,-115.64004063606262,361.37050771713257,35.83784222602844,137.2074294090271,-133.55896174907684,292.766793012619,-0.21038594841957092,0.4670064131418864,-0.16061116755008698,0.7528552244106929,0.04977478086948395,0.28584881126880646,-0.18549855798482895,0.6099308187762896,3.8285627952615844,115.64004063606262
image_105,../data/train_data/train_data/image_105.png,0,right,830.334062576294,224.86474418640137,946.5210056304932,412.5771894454956,116.18694305419922,187.71244525909424,888.4275341033936,318.7209668159485,1.153241753578186,0.46846821705500286,1.3146125078201294,0.8595358113447825,0.16137075424194336,0.39106759428977966,1.2339271306991577,0.6640020141998927,1.6156070581143493,110.33406257629395
image_1050,../data/train_data/train_data/image_1050.png,0,right,831.6627216339111,225.708345413208,932.9028511047363,383.450945854187,101.2401294708252,157.742600440979,882.2827863693237,304.5796456336975,1.1550871133804321,0.47022571961085,1.2956984043121338,0.798856137196223,0.14061129093170166,0.3286304175853729,1.225392758846283,0.6345409284035365,1.5581035036747595,111.66272163391113
image_1051,../data/train_data/train_data/image_1051.png,1,right,842.416877746582,217.5250186920166,908.5668468475342,418.8755955696106,66.14996910095215,201.350576877594,875.4918622970581,318.2003071308136,1.1700234413146973,0.4531771222750346,1.261898398399353,0.8726574907700221,0.09187495708465576,0.4194803684949875,1.2159609198570251,0.6629173065225283,3.043849900675098,122.41687774658203
image_1054,../data/train_data/train_data/image_1054.png,1,left,-280.0032877922058,223.75518226623535,-152.50120997428894,424.0515830516815,127.50207781791687,200.29640078544617,-216.25224888324738,323.90338265895844,-0.3888934552669525,0.46615662972132366,-0.2118072360754013,0.8834407980243365,0.1770862191915512,0.41728416830301285,-0.3003503456711769,0.6747987138728301,1.5709265622438358,152.50120997428894
image_1056,../data/train_data/train_data/image_1056.png,0,right,835.8882522583008,218.22036170959473,912.5582313537598,419.13514041900635,76.66997909545898,200.91477870941162,874.2232418060303,318.67775106430054,1.1609559059143066,0.4546257535616557,1.267441987991333,0.8731982092062632,0.10648608207702637,0.41857245564460754,1.2141989469528198,0.6639119813839595,2.6205143275082934,115.88825225830078
image_1057,../data/train_data/train_data/image_1057.png,0,left,-292.06801414489746,213.50825691223145,-220.7086157798767,446.5237846374512,71.35939836502075,233.01552772521973,-256.3883149623871,330.0160207748413,-0.4056500196456909,0.44480886856714885,-0.30653974413871765,0.9302578846613566,0.09911027550697327,0.48544901609420776,-0.3560948818922043,0.6875333766142527,3.265379656556077,220.7086157798767
image_1058,../data/train_data/train_data/image_1058.png,0,left,-285.13158559799194,222.57887268066406,-188.3224654197693,412.57916355133057,96.80912017822266,190.0002908706665,-236.72702550888062,317.5790181159973,-0.39601609110832214,0.46370598475138347,-0.26155897974967957,0.859539924065272,0.13445711135864258,0.39583393931388855,-0.32878753542900085,0.6616229544083277,1.962628009849503,188.3224654197693
image_1059,../data/train_data/train_data/image_1059.png,1,right,834.8347663879395,224.0033473968506,869.8626136779785,362.36829662323,35.02784729003906,138.3649492263794,852.348690032959,293.1858220100403,1.1594927310943604,0.4666736404101054,1.2081425189971924,0.7549339512983958,0.04864978790283203,0.2882603108882904,1.1838176250457764,0.6108037958542506,3.9501413855291787,114.83476638793945
image_106,../data/train_data/train_data/image_106.png,1,left,-286.09649419784546,223.65238571166992,-163.1025767326355,415.22655391693115,122.99391746520996,191.57416820526123,-224.59953546524048,319.43946981430054,-0.397356241941452,0.4659424702326457,-0.22653135657310486,0.8650553206602732,0.17082488536834717,0.39911285042762756,-0.31194379925727844,0.6654988954464595,1.5575905878390277,163.1025767326355
image_1060,../data/train_data/train_data/image_1060.png,0,right,907.6221942901611,217.91620635986328,1038.753547668457,442.95089983940125,131.1313533782959,225.03469347953796,973.1878709793091,330.43355309963226,1.2605863809585571,0.4539920965830485,1.4427132606506348,0.9228143746654193,0.18212687969207764,0.46882227808237076,1.351649820804596,0.6884032356242339,1.7161013570137102,187.62219429016113
image_1061,../data/train_data/train_data/image_1061.png,1,left,-213.9467453956604,215.44122123718262,-154.73376274108887,425.01094126701355,59.21298265457153,209.56972002983093,-184.34025406837463,320.2260812520981,-0.2971482574939728,0.4488358775774638,-0.21490800380706787,0.8854394609729449,0.08224025368690491,0.4366035833954811,-0.2560281306505203,0.6671376692752043,3.539252890745086,154.73376274108887
image_1062,../data/train_data/train_data/image_1062.png,0,right,805.2042102813721,229.3364086151123,877.6595592498779,350.5475654602051,72.45534896850586,121.21115684509277,841.431884765625,289.9419870376587,1.11833918094635,0.4777841846148173,1.218971610069275,0.7303074280420939,0.1006324291229248,0.2525232434272766,1.1686553955078125,0.6040458063284556,1.6729083300361935,85.20421028137207
image_1064,../data/train_data/train_data/image_1064.png,0,right,834.8776817321777,225.03915214538574,943.2387542724609,396.44985342025757,108.3610725402832,171.41070127487183,889.0582180023193,310.74450278282166,1.1595523357391357,0.46883156696955364,1.310053825378418,0.8259371946255366,0.15050148963928223,0.35710562765598297,1.2348030805587769,0.6473843807975451,1.5818475884054206,114.87768173217773
image_1066,../data/train_data/train_data/image_1066.png,1,left,-286.14232778549194,222.2466220855713,-178.17192435264587,419.4140901565552,107.97040343284607,197.1674680709839,-232.1571260690689,320.83035612106323,-0.39741989970207214,0.46301379601160686,-0.2474610060453415,0.8737793544928233,0.14995889365673065,0.41076555848121643,-0.3224404528737068,0.6683965752522151,1.8261251398733114,178.17192435264587
image_1067,../data/train_data/train_data/image_1067.png,0,left,-231.52469873428345,221.72027969360352,-174.23623323440552,386.7234625816345,57.28846549987793,165.003182888031,-202.88046598434448,304.221871137619,-0.3215620815753937,0.461917249361674,-0.24199476838111877,0.8056738803784053,0.0795673131942749,0.34375663101673126,-0.2817784249782562,0.6337955648700396,2.8802164877043634,174.23623323440552
image_1068,../data/train_data/train_data/image_1068.png,0,left,-277.71705865859985,224.49012184143066,-159.02090907096863,411.77079582214355,118.69614958763123,187.2806739807129,-218.36898386478424,318.1304588317871,-0.38571813702583313,0.4676877538363139,-0.22086237370967865,0.8578558246294657,0.16485576331615448,0.39016807079315186,-0.3032902553677559,0.6627717892328898,1.5778159159446612,159.02090907096863
image_1069,../data/train_data/train_data/image_1069.png,0,left,-168.12342524528503,223.65991020202637,-137.30457544326782,363.03141021728516,30.818849802017212,139.3715000152588,-152.71400034427643,293.34566020965576,-0.2335047572851181,0.4659581462542216,-0.19070079922676086,0.7563154379526774,0.04280395805835724,0.2903572916984558,-0.21210277825593948,0.6111367921034495,4.522281036138357,137.30457544326782
image_107,../data/train_data/train_data/image_107.png,1,right,797.0186233520508,220.37579917907715,907.4934482574463,418.04693603515625,110.47482490539551,197.6711368560791,852.2560358047485,319.2113676071167,1.1069703102111816,0.45911624828974407,1.260407567024231,0.8709311167399089,0.15343725681304932,0.4118148684501648,1.1836889386177063,0.6650236825148265,1.7892867178142502,77.01862335205078
image_1070,../data/train_data/train_data/image_1070.png,1,right,835.3870010375977,220.10011100769043,983.3266639709473,460.41358613967896,147.9396629333496,240.31347513198853,909.3568325042725,340.2568485736847,1.16025972366333,0.4585418979326884,1.3657314777374268,0.9591949711243312,0.20547175407409668,0.5006530731916428,1.2629956007003784,0.7088684345285098,1.6244019377025047,115.38700103759766
image_1071,../data/train_data/train_data/image_1071.png,1,left,-158.9465582370758,222.48031044006348,-115.56999206542969,372.05360317230225,43.37656617164612,149.57329273223877,-137.25827515125275,297.26695680618286,-0.22075910866260529,0.46350064675013225,-0.16051387786865234,0.7751116732756297,0.06024523079395294,0.31161102652549744,-0.19063649326562881,0.619306160012881,3.4482511165212997,115.56999206542969
image_1072,../data/train_data/train_data/image_1072.png,1,left,-190.07253170013428,216.93973922729492,-136.70995116233826,421.6020109653473,53.36258053779602,204.66227173805237,-163.39124143123627,319.2708750963211,-0.2639896273612976,0.45195779005686443,-0.18987493216991425,0.8783375228444735,0.07411469519138336,0.4263797327876091,-0.22693227976560593,0.665147656450669,3.8353143658990168,136.70995116233826
image_1074,../data/train_data/train_data/image_1074.png,0,right,813.7017059326172,222.9309787750244,906.271390914917,405.06396436691284,92.5696849822998,182.13298559188843,859.9865484237671,313.9974715709686,1.130141258239746,0.4644395391146342,1.258710265159607,0.8438832590977351,0.12856900691986084,0.3794437199831009,1.1944257616996765,0.6541613991061846,1.967523013897195,93.70170593261719
image_1075,../data/train_data/train_data/image_1075.png,1,left,-233.94066095352173,211.85761833190918,-169.98854756355286,458.36944603919983,63.95211338996887,246.51182770729065,-201.9646042585373,335.1135321855545,-0.32491758465766907,0.44137003819147747,-0.23609520494937897,0.9549363459149997,0.0888223797082901,0.5135663077235222,-0.280506394803524,0.6981531920532386,3.854631452194619,169.98854756355286
image_1076,../data/train_data/train_data/image_1076.png,1,right,823.7905883789062,221.78645515441895,866.9838523864746,381.2676420211792,43.19326400756836,159.48118686676025,845.3872203826904,301.5270485877991,1.1441535949707031,0.4620551149050395,1.2041442394256592,0.7943075875441233,0.059990644454956055,0.33225247263908386,1.1741489171981812,0.6281813512245814,3.6922698603841524,103.79058837890625
